"Udic"|"6036396"|"1315372"
"Udic"|"6036417"|"1315423"
"Udic"|"6036371"|"1315411"
"Udic"|"6036392"|"1315368"
"Peraquic"|"6036413"|"1315388"
"Aquic"|"6036424"|"1315398"
"Aquic"|"6036378"|"1315418"
"Udic"|"6036434"|"1315376"
"Udic"|"6036388"|"1315364"
"Aquic"|"6036398"|"1315405"
"Aquic"|"6036399"|"1315406"
"Udic"|"6036409"|"1315384"
"Aquic"|"6036419"|"1315409"
"Aquic"|"6036420"|"1315410"
"Udic"|"6036430"|"1315404"
"Udic"|"6036384"|"1315392"
"Aquic"|"6036395"|"1315371"
"Udic"|"6036405"|"1315380"
"Aquic"|"6036416"|"1315422"
"Udic"|"6036426"|"1315400"
"Peraquic"|"6036380"|"1315420"
"Peraquic"|"6036407"|"1315382"
"Aquic"|"6036411"|"1315386"
"Aquic"|"6036401"|"1315408"
"Aquic"|"6036437"|"1315426"
"Udic"|"6036391"|"1315367"
"Aquic"|"6036390"|"1315366"
"Peraquic"|"6036412"|"1315387"
"Peraquic"|"6036436"|"1315425"
"Udic"|"6036422"|"1315396"
"Udic"|"6036376"|"1315416"
"Udic"|"6036397"|"1315373"
"Udic"|"6036418"|"1315424"
"Udic"|"6036372"|"1315412"
"Udic"|"6036393"|"1315369"
"Aquic"|"6036373"|"1315413"
"Udic"|"6036414"|"1315389"
"Udic"|"6036435"|"1315377"
"Aquic"|"6036374"|"1315414"
"Aquic"|"6036389"|"1315365"
"Aquic"|"6036432"|"1315374"
"Aquic"|"6036410"|"1315385"
"Peraquic"|"6036428"|"1315402"
"Aquic"|"6036394"|"1315370"
"Udic"|"6036406"|"1315381"
"Aquic"|"6036415"|"1315421"
"Aquic"|"6036427"|"1315401"
"Peraquic"|"6036433"|"1315375"
"Peraquic"|"6036386"|"1315378"
"Aquic"|"6036387"|"1315363"
"Aquic"|"6036423"|"1315397"
"Udic"|"6036408"|"1315383"
"Udic"|"6036429"|"1315403"
"Aquic"|"6036377"|"1315417"
"Udic"|"6036383"|"1315391"
"Udic"|"6036404"|"1315379"
"Udic"|"6036425"|"1315399"
"Udic"|"6036379"|"1315419"
"Udic"|"6036400"|"1315407"
"Aquic"|"6036382"|"1315390"
"Udic"|"6036421"|"1315395"
"Udic"|"6036375"|"1315415"
"Aquic"|"6036403"|"1315394"
"Udic"|"6036402"|"1315393"
