"mixed"|"7663883"|"5998792"
"mixed"|"7663944"|"5998839"
"mixed"|"7663946"|"5998841"
"mixed"|"7663953"|"5998848"
"mixed"|"7663964"|"5998859"
"mixed"|"7663970"|"5998865"
"not used"|"7663894"|"5998799"
"siliceous"|"7663997"|"5998892"
"not used"|"7663895"|"5998800"
"siliceous"|"7663896"|"5998801"
"not used"|"7663897"|"5998802"
"mixed"|"7663948"|"5998843"
"not used"|"7664002"|"5998897"
"mixed"|"7663898"|"5998803"
"mixed"|"7663955"|"5998850"
"mixed"|"7663975"|"5998870"
"mixed"|"7663899"|"5998804"
"mixed"|"7663956"|"5998851"
"mixed"|"7663976"|"5998871"
"siliceous"|"7663901"|"5998805"
"mixed"|"7664003"|"5998898"
"not used"|"7663902"|"5998806"
"siliceous"|"7664006"|"5998901"
"mixed"|"7663903"|"5998807"
"mixed"|"7663957"|"5998852"
"mixed"|"7663965"|"5998860"
"mixed"|"7663977"|"5998872"
"mixed"|"7663986"|"5998881"
"not used"|"7663904"|"5998808"
"siliceous"|"7664007"|"5998902"
"mixed"|"7663905"|"5998809"
"mixed"|"7663884"|"5998793"
"mixed"|"7663971"|"5998866"
"mixed"|"7663906"|"5998810"
"mixed"|"7663908"|"5998811"
"mixed"|"7663943"|"5998838"
"mixed"|"7663966"|"5998861"
"mixed"|"7663978"|"5998873"
"mixed"|"7663987"|"5998882"
"mixed"|"7664004"|"5998899"
"mixed"|"7664009"|"5998904"
"not used"|"7664010"|"5998905"
"not used"|"7663909"|"5998812"
"siliceous"|"7663998"|"5998893"
"not used"|"7663910"|"5998813"
"not used"|"7663911"|"5998814"
"siliceous"|"7663999"|"5998894"
"mixed"|"7663912"|"5998815"
"mixed"|"7663949"|"5998844"
"mixed"|"7663967"|"5998862"
"mixed"|"7663979"|"5998874"
"mixed"|"7663988"|"5998883"
"mixed"|"7663913"|"5998816"
"mixed"|"7663968"|"5998863"
"mixed"|"7663980"|"5998875"
"mixed"|"7663989"|"5998884"
"siliceous"|"7663915"|"5998817"
"siliceous"|"7663916"|"5998818"
"not used"|"7663917"|"5998819"
"not used"|"7663918"|"5998820"
"mixed"|"7663950"|"5998845"
"mixed"|"7664005"|"5998900"
"not used"|"7664011"|"5998906"
"mixed"|"7663919"|"5998821"
"mixed"|"7663945"|"5998840"
"mixed"|"7663958"|"5998853"
"mixed"|"7663981"|"5998876"
"mixed"|"7663990"|"5998885"
"mixed"|"7663886"|"5998794"
"mixed"|"7663972"|"5998867"
"mixed"|"7663982"|"5998877"
"not used"|"7663920"|"5998822"
"siliceous"|"7664000"|"5998895"
"not used"|"7663921"|"5998823"
"mixed"|"7663923"|"5998824"
"mixed"|"7663951"|"5998846"
"siliceous"|"7664008"|"5998903"
"siliceous"|"7663924"|"5998825"
"mixed"|"7663925"|"5998826"
"mixed"|"7663926"|"5998827"
"mixed"|"7663927"|"5998828"
"mixed"|"7663929"|"5998829"
"mixed"|"7663930"|"5998830"
"mixed"|"7663932"|"5998831"
"mixed"|"7663952"|"5998847"
"mixed"|"7663959"|"5998854"
"mixed"|"7663969"|"5998864"
"mixed"|"7663991"|"5998886"
"mixed"|"7663933"|"5998832"
"mixed"|"7663960"|"5998855"
"mixed"|"7663992"|"5998887"
"mixed"|"7663887"|"5998795"
"mixed"|"7663973"|"5998868"
"mixed"|"7663983"|"5998878"
"not used"|"7663935"|"5998833"
"mixed"|"7663961"|"5998856"
"mixed"|"7663993"|"5998888"
"not used"|"7663936"|"5998834"
"mixed"|"7663962"|"5998857"
"mixed"|"7663994"|"5998889"
"mixed"|"7663963"|"5998858"
"mixed"|"7663995"|"5998890"
"mixed"|"7663939"|"5998835"
"mixed"|"7663940"|"5998836"
"mixed"|"7663942"|"5998837"
"mixed"|"7663947"|"5998842"
"mixed"|"7663954"|"5998849"
"mixed"|"7663974"|"5998869"
"siliceous"|"7663996"|"5998891"
"not used"|"7664001"|"5998896"
"mixed"|"7663890"|"5998796"
"mixed"|"7663891"|"5998797"
"mixed"|"7663984"|"5998879"
"mixed"|"7663892"|"5998798"
"mixed"|"7663985"|"5998880"
