"2"|"7663883"|"1557121"
"2"|"7663884"|"1557122"
"2"|"7663896"|"1557124"
"2"|"7663896"|"1557123"
"4"|"7663897"|"1557127"
"3"|"7663897"|"1557126"
"1"|"7663897"|"1557125"
"2"|"7663901"|"1557129"
"2"|"7663901"|"1557128"
"2"|"7663903"|"1557130"
"4"|"7663908"|"1557132"
"2"|"7663908"|"1557131"
"2"|"7663912"|"1557133"
"2"|"7663913"|"1557134"
"3"|"7663915"|"1557136"
"1"|"7663915"|"1557135"
"3"|"7663916"|"1557138"
"1"|"7663916"|"1557137"
"4"|"7663918"|"1557141"
"3"|"7663918"|"1557140"
"1"|"7663918"|"1557139"
"2"|"7663919"|"1557142"
"1"|"7663923"|"1557143"
"2"|"7663932"|"1557144"
"2"|"7663933"|"1557145"
"4"|"7663942"|"1557148"
"3"|"7663942"|"1557147"
"2"|"7663942"|"1557146"
"2"|"7663943"|"1557149"
"2"|"7663944"|"1557150"
"2"|"7663945"|"1557151"
"4"|"7663946"|"1557153"
"2"|"7663946"|"1557152"
"4"|"7663947"|"1557155"
"2"|"7663947"|"1557154"
"4"|"7663948"|"1557157"
"2"|"7663948"|"1557156"
"4"|"7663949"|"1557159"
"2"|"7663949"|"1557158"
"4"|"7663950"|"1557161"
"2"|"7663950"|"1557160"
"4"|"7663951"|"1557163"
"2"|"7663951"|"1557162"
"4"|"7663952"|"1557165"
"2"|"7663952"|"1557164"
"2"|"7663953"|"1557166"
"2"|"7663954"|"1557167"
"2"|"7663955"|"1557168"
"2"|"7663956"|"1557169"
"2"|"7663957"|"1557170"
"2"|"7663958"|"1557171"
"2"|"7663959"|"1557172"
"2"|"7663960"|"1557173"
"2"|"7663961"|"1557174"
"2"|"7663962"|"1557175"
"2"|"7663963"|"1557176"
"2"|"7663964"|"1557177"
"2"|"7663965"|"1557178"
"2"|"7663966"|"1557179"
"2"|"7663967"|"1557180"
"2"|"7663968"|"1557181"
"2"|"7663969"|"1557182"
"2"|"7663970"|"1557183"
"2"|"7663971"|"1557184"
"2"|"7663972"|"1557185"
"2"|"7663973"|"1557186"
"2"|"7663974"|"1557187"
"2"|"7663975"|"1557188"
"2"|"7663976"|"1557189"
"2"|"7663977"|"1557190"
"2"|"7663978"|"1557191"
"2"|"7663979"|"1557192"
"2"|"7663980"|"1557193"
"2"|"7663981"|"1557194"
"2"|"7663982"|"1557195"
"2"|"7663983"|"1557196"
"2"|"7663984"|"1557197"
"2"|"7663985"|"1557198"
"2"|"7663986"|"1557199"
"2"|"7663987"|"1557200"
"2"|"7663988"|"1557201"
"2"|"7663989"|"1557202"
"2"|"7663990"|"1557203"
"2"|"7663991"|"1557204"
"2"|"7663992"|"1557205"
"2"|"7663993"|"1557206"
"2"|"7663994"|"1557207"
"2"|"7663995"|"1557208"
"2"|"7663996"|"1557210"
"2"|"7663996"|"1557209"
"2"|"7663997"|"1557212"
"2"|"7663997"|"1557211"
"2"|"7663998"|"1557214"
"2"|"7663998"|"1557213"
"2"|"7663999"|"1557216"
"2"|"7663999"|"1557215"
"2"|"7664000"|"1557218"
"2"|"7664000"|"1557217"
"4"|"7664001"|"1557221"
"3"|"7664001"|"1557220"
"1"|"7664001"|"1557219"
"4"|"7664002"|"1557224"
"3"|"7664002"|"1557223"
"1"|"7664002"|"1557222"
"4"|"7664003"|"1557227"
"3"|"7664003"|"1557226"
"2"|"7664003"|"1557225"
"4"|"7664004"|"1557230"
"3"|"7664004"|"1557229"
"2"|"7664004"|"1557228"
"4"|"7664005"|"1557233"
"3"|"7664005"|"1557232"
"2"|"7664005"|"1557231"
"3"|"7664006"|"1557235"
"1"|"7664006"|"1557234"
"3"|"7664007"|"1557237"
"1"|"7664007"|"1557236"
"3"|"7664008"|"1557239"
"1"|"7664008"|"1557238"
"1"|"7664009"|"1557240"
"4"|"7664010"|"1557243"
"3"|"7664010"|"1557242"
"1"|"7664010"|"1557241"
"4"|"7664011"|"1557246"
"3"|"7664011"|"1557245"
"1"|"7664011"|"1557244"
