"H1"||"A"||||0|||18|||||0|0|0|0|0|0|100|100|100|100|100|100|70|78|85|28|48|55|50|67.3|90||0.1|||3.1|||15.3|||32.3|||16.5||5|20.2|45|||||||5|12.5|20||||1|2|4||||1.5|1.55|1.65|||||1.62|||14|28|42|0.1|0.13|0.16|||||20.2|||10.7|||38||0|1.5|2.9|18|28|39|2|8|13|0|1|5|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|3.5|7.6|14|2.6|5.7|10.5|0.4|1.5|4.2|3.5|4.6|5.5|||||||||||||||||||||||||||||||||"6035179"|"16805943"
"H2"||"B"||||18|||107|||||0|0|0|0|0|0|100|100|100|100|100|100|70|85|100|40|45|80|25|56.2|80||1.3|||8.3|||14.9|||20.4|||11.3||2|17.3|45|||||||18|26.5|35||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||4|9|14|0.13|0.15|0.16|||||24.4|||16.2|||41||0|1.5|2.9|27|36|44|12|18|25|1|4|19|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|4.5|7.2|9.9|3.4|5.4|7.4|0.5|1.4|3|3.5|4.6|5.5|||||||||||||||||||||||||||||||||"6035179"|"16806059"
"H3"||"C"||||107|||200|||||0|0|0|0|0|0|100|100|100|100|100|100|50|73|85|5|28|45|70|95.4|99||0|||1.3|||18|||62.1|||14||0.5|0.6|20|||||||2|4|10||||0|0.25|0.5||||1.55|1.65|1.7|||||1.73|||4|23|42|0.05|0.07|0.1||13.6|||9.5|||3|||35||0|1.5|2.9|0|16|23|0|1|6|0|0|0|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|0.5|1.6|4.8|0.4|1.2|3.6|0.1|0.3|1.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"6035179"|"16806175"
"H1"||"A"||||0|||15|||||0|0|0|0|0|0|100|100|100|100|100|100|85|95|100|60|80|90|5|13.7|50||0.1|||0.4|||1|||3.9|||8.3||30|69.3|85|||||||7|17|27||||1|2|3||||1.45|1.5|1.55|||||1.57|||14|28|42|0.19|0.22|0.22|||||28.3|||13|||40||0|1.5|2.9|20|31|43|3|11|18|0|7|17|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.7|10.4|16.2|3.5|7.8|12.1|0.5|2.1|4.9|3.5|5|6.5|||||||||||||||||||||||||||||||||"6035180"|"16805946"
"H2"||"B"||||15|||127|||||0|0|0|0|0|0|100|100|100|100|100|100|85|98|100|60|90|95|5|6.8|50||0.3|||0.6|||0.9|||2.2|||2.8||30|63.2|85|||||||18|30|40||||0|0.25|0.5||||1.45|1.5|1.55|||||1.57|||1.4|3|4|0.15|0.15|0.22|||||31.9|||18.3|||41||0|1.5|2.9|27|39|49|12|21|28|4|18|29|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|6.3|11.1|15.1|4.7|8.3|11.3|0.6|2.2|4.5|3.5|5|6.5|||||||||||||||||||||||||||||||||"6035180"|"16806062"
"H3"||"C"||||127|||157|||||0|0|0|0|0|0|100|100|100|100|100|100|70|90|95|28|68|75|30|41.2|90||0|||0.1|||0.6|||7.3|||33.2||5|41.8|50|||||||5|17|27||||0|0.25|0.5||||1.45|1.5|1.65|||||1.57|||1.4|3|42|0.1|0.19|0.19|||||26.3|||10.5|||41||0|1.5|2.9|16|28|38|2|11|19|0|5|13|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|1.8|6.5|10.6|1.3|4.9|7.9|0.2|1.3|3.2|3.5|5|6.5|||||||||||||||||||||||||||||||||"6035180"|"16806178"
"H1"||"A"||||0|||18|||||0|0|0|0|0|0|100|100|100|100|100|100|70|78|85|28|48|55|50|67.3|90||0.1|||3.1|||15.3|||32.3|||16.5||5|20.2|45|||||||5|12.5|20||||1|2|4||||1.5|1.55|1.65|||||1.62|||14|28|42|0.1|0.13|0.16|||||20.2|||10.7|||38||0|1.5|2.9|18|28|39|2|8|13|0|1|5|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|3.5|7.6|14|2.6|5.7|10.5|0.4|1.5|4.2|3.5|4.6|5.5|||||||||||||||||||||||||||||||||"6035182"|"16805948"
"H2"||"B"||||18|||107|||||0|0|0|0|0|0|100|100|100|100|100|100|70|85|100|40|45|80|25|56.2|80||1.3|||8.3|||14.9|||20.4|||11.3||2|17.3|45|||||||18|26.5|35||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||4|9|14|0.13|0.15|0.16|||||24.4|||16.2|||41||0|1.5|2.9|27|36|44|12|18|25|1|4|19|".15"|".15"|0|0|0|0|0|0|0|0|0|0|0|0|4.5|7.2|9.9|3.4|5.4|7.4|0.5|1.4|3|3.5|4.6|5.5|||||||||||||||||||||||||||||||||"6035182"|"16806064"
"H3"||"C"||||107|||200|||||0|0|0|0|0|0|100|100|100|100|100|100|50|73|85|5|28|45|70|95.4|99||0|||1.3|||18|||62.1|||14||0.5|0.6|20|||||||2|4|10||||0|0.25|0.5||||1.55|1.65|1.7|||||1.73|||4|23|42|0.05|0.07|0.1||13.6|||9.5|||3|||35||0|1.5|2.9|0|16|23|0|1|6|0|0|0|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|0.5|1.6|4.8|0.4|1.2|3.6|0.1|0.3|1.4|4.5|5.3|6|||||||||||||||||||||||||||||||||"6035182"|"16806180"
"H2"||"B"||||33|||122|||||0|0|0|0|0|0|100|100|100|100|100|100|70|85|100|40|45|80|25|57|80||1.3|||8.4|||15.1|||20.7|||11.5||2|18|55|||||||18|25|35||||0.25|0.5|1||||1.4|1.5|1.6|||||1.57|||4|9|14|0.13|0.15|0.16|||||24|||15.7|||40||0|1.5|2.9|28|35|45|12|17|25|1|3|19|".17"|".17"|0|0|0|0|0|0|0|0|0|0|0|0|5.1|7.4|11|3.8|5.5|9.2|0.5|1.5|3.3|4.5|5|5.5|||||||||||||||||||||||||||||||||"6035183"|"16805951"
