"not used"|"7663883"|"5363716"
"not used"|"7663944"|"5363763"
"not used"|"7663946"|"5363765"
"not used"|"7663953"|"5363772"
"not used"|"7663964"|"5363783"
"not used"|"7663970"|"5363789"
"uncoated"|"7663894"|"5363723"
"not used"|"7663997"|"5363816"
"uncoated"|"7663895"|"5363724"
"not used"|"7663896"|"5363725"
"not used"|"7663897"|"5363726"
"not used"|"7663948"|"5363767"
"not used"|"7664002"|"5363821"
"not used"|"7663898"|"5363727"
"not used"|"7663955"|"5363774"
"not used"|"7663975"|"5363794"
"not used"|"7663899"|"5363728"
"not used"|"7663956"|"5363775"
"not used"|"7663976"|"5363795"
"not used"|"7663901"|"5363729"
"not used"|"7664003"|"5363822"
"uncoated"|"7663902"|"5363730"
"not used"|"7664006"|"5363825"
"not used"|"7663903"|"5363731"
"not used"|"7663957"|"5363776"
"not used"|"7663965"|"5363784"
"not used"|"7663977"|"5363796"
"not used"|"7663986"|"5363805"
"uncoated"|"7663904"|"5363732"
"not used"|"7664007"|"5363826"
"not used"|"7663905"|"5363733"
"not used"|"7663884"|"5363717"
"not used"|"7663971"|"5363790"
"not used"|"7663906"|"5363734"
"not used"|"7663908"|"5363735"
"not used"|"7663943"|"5363762"
"not used"|"7663966"|"5363785"
"not used"|"7663978"|"5363797"
"not used"|"7663987"|"5363806"
"not used"|"7664004"|"5363823"
"not used"|"7664009"|"5363828"
"not used"|"7664010"|"5363829"
"uncoated"|"7663909"|"5363736"
"not used"|"7663998"|"5363817"
"uncoated"|"7663910"|"5363737"
"uncoated"|"7663911"|"5363738"
"not used"|"7663999"|"5363818"
"not used"|"7663912"|"5363739"
"not used"|"7663949"|"5363768"
"not used"|"7663967"|"5363786"
"not used"|"7663979"|"5363798"
"not used"|"7663988"|"5363807"
"not used"|"7663913"|"5363740"
"not used"|"7663968"|"5363787"
"not used"|"7663980"|"5363799"
"not used"|"7663989"|"5363808"
"not used"|"7663915"|"5363741"
"not used"|"7663916"|"5363742"
"uncoated"|"7663917"|"5363743"
"not used"|"7663918"|"5363744"
"not used"|"7663950"|"5363769"
"not used"|"7664005"|"5363824"
"not used"|"7664011"|"5363830"
"not used"|"7663919"|"5363745"
"not used"|"7663945"|"5363764"
"not used"|"7663958"|"5363777"
"not used"|"7663981"|"5363800"
"not used"|"7663990"|"5363809"
"not used"|"7663886"|"5363718"
"not used"|"7663972"|"5363791"
"not used"|"7663982"|"5363801"
"not used"|"7663920"|"5363746"
"not used"|"7664000"|"5363819"
"not used"|"7663921"|"5363747"
"not used"|"7663923"|"5363748"
"not used"|"7663951"|"5363770"
"not used"|"7664008"|"5363827"
"not used"|"7663924"|"5363749"
"not used"|"7663925"|"5363750"
"not used"|"7663926"|"5363751"
"not used"|"7663927"|"5363752"
"not used"|"7663929"|"5363753"
"not used"|"7663930"|"5363754"
"not used"|"7663932"|"5363755"
"not used"|"7663952"|"5363771"
"not used"|"7663959"|"5363778"
"not used"|"7663969"|"5363788"
"not used"|"7663991"|"5363810"
"not used"|"7663933"|"5363756"
"not used"|"7663960"|"5363779"
"not used"|"7663992"|"5363811"
"not used"|"7663887"|"5363719"
"not used"|"7663973"|"5363792"
"not used"|"7663983"|"5363802"
"not used"|"7663935"|"5363757"
"not used"|"7663961"|"5363780"
"not used"|"7663993"|"5363812"
"not used"|"7663936"|"5363758"
"not used"|"7663962"|"5363781"
"not used"|"7663994"|"5363813"
"not used"|"7663963"|"5363782"
"not used"|"7663995"|"5363814"
"not used"|"7663939"|"5363759"
"not used"|"7663940"|"5363760"
"not used"|"7663942"|"5363761"
"not used"|"7663947"|"5363766"
"not used"|"7663954"|"5363773"
"not used"|"7663974"|"5363793"
"not used"|"7663996"|"5363815"
"not used"|"7664001"|"5363820"
"not used"|"7663890"|"5363720"
"not used"|"7663891"|"5363721"
"not used"|"7663984"|"5363803"
"not used"|"7663892"|"5363722"
"not used"|"7663985"|"5363804"
