"A-4"|"Yes"|"18950545"|"31177905"
"A-2"|"No "|"18950546"|"31178006"
"A-4"|"Yes"|"18950546"|"31178106"
"A-4"|"Yes"|"18950547"|"31178206"
"A-2-4"|"No "|"18950547"|"31177906"
"A-6"|"Yes"|"18950548"|"31178207"
"A-4"|"No "|"18950548"|"31178107"
"A-2"|"No "|"18950548"|"31178007"
"A-7"|"No "|"18950548"|"31177907"
"A-2"|"No "|"18950549"|"31178008"
"A-4"|"Yes"|"18950549"|"31178108"
"A-2"|"No "|"18950550"|"31178208"
"A-2-4"|"Yes"|"18950550"|"31178009"
"A-4"|"No "|"18950550"|"31177908"
"A-4"|"Yes"|"18950551"|"31178109"
"A-2"|"No "|"18950552"|"31177909"
"A-6"|"No "|"18950552"|"31178010"
"A-4"|"Yes"|"18950552"|"31178209"
"A-4"|"Yes"|"18950553"|"31178110"
"A-1"|"Yes"|"18950554"|"31178210"
"A-4"|"Yes"|"18950555"|"31177910"
"A-6"|"Yes"|"18950556"|"31178111"
"A-4"|"No "|"18950556"|"31178011"
"A-3"|"Yes"|"18950557"|"31177911"
"A-1-b"|"No "|"18950557"|"31178012"
"A-2-4"|"No "|"18950557"|"31178211"
"A-4"|"No "|"18950558"|"31178212"
"A-2"|"Yes"|"18950558"|"31178112"
"A-6"|"Yes"|"18950559"|"31178013"
"A-4"|"No "|"18950559"|"31177912"
"A-7"|"Yes"|"18950560"|"31178113"
"A-2"|"No "|"18950561"|"31178213"
"A-6"|"No "|"18950561"|"31178014"
"A-4"|"Yes"|"18950561"|"31177913"
"A-2"|"No "|"18950562"|"31178114"
"A-4"|"Yes"|"18950562"|"31178214"
"A-4"|"No "|"18950563"|"31177914"
"A-6"|"Yes"|"18950563"|"31178015"
"A-2"|"No "|"18950564"|"31178215"
"A-4"|"Yes"|"18950564"|"31178115"
"A-4"|"Yes"|"18950565"|"31177915"
"A-2"|"No "|"18950565"|"31178016"
"A-6"|"No "|"18950565"|"31178116"
"A-4"|"Yes"|"18950566"|"31178216"
