"2"|"6848744"|"1397376"
"2"|"6848745"|"1397392"
"4"|"6848745"|"1397363"
"3"|"6848745"|"1397348"
"3"|"6848746"|"1397394"
"4"|"6848746"|"1397379"
"2"|"6848746"|"1397364"
"2"|"6848749"|"1397395"
"2"|"6848750"|"1397367"
"3"|"6848750"|"1397352"
"2"|"6848754"|"1397369"
"2"|"6848755"|"1397385"
"3"|"6848755"|"1397370"
"2"|"6848756"|"1397386"
"2"|"6848757"|"1397387"
"2"|"6848760"|"1397403"
"2"|"6848765"|"1397391"
"2"|"6848766"|"1397378"
"2"|"6848769"|"1397365"
"3"|"6848769"|"1397350"
"2"|"6848770"|"1397351"
"3"|"6848771"|"1397397"
"2"|"6848771"|"1397382"
"4"|"6848771"|"1397353"
"2"|"6848773"|"1397398"
"3"|"6848773"|"1397354"
"2"|"6848775"|"1397384"
"3"|"6848776"|"1397400"
"2"|"6848776"|"1397356"
"2"|"6848777"|"1397401"
"4"|"6848777"|"1397372"
"3"|"6848777"|"1397357"
"2"|"6848780"|"1397358"
"2"|"6848781"|"1397374"
"3"|"6848781"|"1397359"
"2"|"6848785"|"1397346"
"2"|"6848786"|"1397347"
"2"|"6848787"|"1397393"
"3"|"6848787"|"1397349"
"2"|"6848791"|"1397366"
"2"|"6848792"|"1397368"
"2"|"6848793"|"1397383"
"2"|"6848796"|"1397399"
"2"|"6848797"|"1397371"
"2"|"6848801"|"1397373"
"2"|"6848802"|"1397404"
"3"|"6848802"|"1397389"
"4"|"6848803"|"1397405"
"3"|"6848803"|"1397390"
"2"|"6848803"|"1397375"
"2"|"6848806"|"1397361"
"2"|"6848807"|"1397377"
"3"|"6848807"|"1397362"
"2"|"6848811"|"1397380"
"2"|"6848812"|"1397396"
"3"|"6848812"|"1397381"
"2"|"6848817"|"1397355"
"2"|"6848821"|"1397402"
"2"|"6848822"|"1397388"
"2"|"6848823"|"1397360"
