"ML"|"Yes"|"16785484"|"32648187"
"SC-SM"|"No "|"16785484"|"32648266"
"SM"|"No "|"16785484"|"32648345"
"SC"|"Yes"|"16785485"|"32648188"
"CL"|"No "|"16785485"|"32648423"
"SC"|"Yes"|"16785486"|"32648424"
"CL-ML"|"No "|"16785486"|"32648346"
"CL"|"No "|"16785486"|"32648267"
"SC-SM"|"No "|"16785486"|"32648189"
"SC-SM"|"No "|"16785487"|"32648268"
"SM"|"Yes"|"16785487"|"32648347"
"CL"|"No "|"16785488"|"32648425"
"SC"|"Yes"|"16785488"|"32648190"
"ML"|"No "|"16785489"|"32648426"
"CL"|"No "|"16785489"|"32648348"
"SP-SC"|"Yes"|"16785489"|"32648269"
"SC"|"No "|"16785489"|"32648191"
"SC-SM"|"No "|"16785490"|"32648427"
"ML"|"No "|"16785490"|"32648349"
"CL-ML"|"No "|"16785490"|"32648270"
"SM"|"Yes"|"16785490"|"32648192"
"MH"|"No "|"16785491"|"32648428"
"CL"|"Yes"|"16785491"|"32648350"
"CH"|"No "|"16785491"|"32648271"
"ML"|"No "|"16785491"|"32648193"
"SP-SM"|"No "|"16785492"|"32648194"
"SC"|"No "|"16785492"|"32648272"
"SC-SM"|"Yes"|"16785492"|"32648351"
"SM"|"No "|"16785492"|"32648429"
"SC-SM"|"No "|"16785493"|"32648430"
"ML"|"No "|"16785493"|"32648352"
"CL-ML"|"No "|"16785493"|"32648273"
"SM"|"Yes"|"16785493"|"32648195"
"SC"|"Yes"|"16785494"|"32648353"
"CL"|"No "|"16785494"|"32648274"
"CL"|"No "|"16785495"|"32648196"
"ML"|"No "|"16785495"|"32648275"
"SC"|"No "|"16785495"|"32648354"
"SP-SC"|"Yes"|"16785495"|"32648431"
"CL-ML"|"No "|"16785496"|"32648432"
"SM"|"No "|"16785496"|"32648276"
"SC-SM"|"Yes"|"16785496"|"32648197"
"CL"|"No "|"16785497"|"32648433"
"SM"|"No "|"16785497"|"32648356"
"SC-SM"|"Yes"|"16785497"|"32648355"
"SC"|"No "|"16785497"|"32648277"
"ML"|"No "|"16785497"|"32648198"
"SC-SM"|"Yes"|"16785498"|"32648199"
"SM"|"No "|"16785498"|"32648434"
"CL-ML"|"No "|"16785499"|"32648435"
"CL"|"No "|"16785499"|"32648357"
"SP-SM"|"No "|"16785499"|"32648279"
"SC"|"Yes"|"16785499"|"32648278"
"SM"|"No "|"16785499"|"32648200"
"CL-ML"|"No "|"16785500"|"32648358"
"ML"|"Yes"|"16785500"|"32648436"
"OL"|"No "|"16785501"|"32648437"
"SM"|"Yes"|"16785501"|"32648359"
"ML"|"No "|"16785501"|"32648280"
"SC-SM"|"No "|"16785501"|"32648201"
"SC"|"No "|"16785502"|"32648438"
"ML"|"No "|"16785502"|"32648360"
"CL"|"No "|"16785502"|"32648281"
"SP-SC"|"Yes"|"16785502"|"32648202"
"SC-SM"|"Yes"|"16785503"|"32648203"
"SM"|"No "|"16785503"|"32648282"
"SM"|"No "|"16785504"|"32648439"
"SP-SM"|"No "|"16785504"|"32648361"
"SC-SM"|"Yes"|"16785504"|"32648204"
"SM"|"Yes"|"16785505"|"32648205"
