||"Tread"||"7405801"|"1939075"
||"Riser"||"7405801"|"1939143"
||"Riser"||"7405802"|"1938940"
||"Riser"||"7405803"|"1939076"
||"Tread"||"7405803"|"1939008"
||"Riser"||"7405804"|"1938941"
||"Tread"||"7405804"|"1939144"
|"Base Slope"|||"7405805"|"1939009"
|"Base Slope"|||"7405806"|"1939077"
||"Tread"||"7405811"|"1939145"
||"Riser"||"7405811"|"1938942"
||"Riser"||"7405812"|"1939010"
||"Tread"||"7405813"|"1939078"
||"Riser"||"7405813"|"1939146"
|"Head Slope"|||"7405815"|"1938943"
|"Base Slope"|||"7405815"|"1939011"
|"Base Slope"|||"7405816"|"1939079"
||"Riser"||"7405818"|"1938944"
||"Tread"||"7405818"|"1939147"
||"Riser"||"7405819"|"1939080"
||"Tread"||"7405819"|"1939012"
||"Riser"||"7405820"|"1938945"
||"Tread"||"7405820"|"1939148"
||"Riser"||"7405821"|"1939013"
||"Tread"||"7405822"|"1939081"
||"Riser"||"7405822"|"1939149"
||"Tread"||"7405827"|"1938946"
||"Tread"||"7405834"|"1939014"
||"Riser"||"7405834"|"1939082"
|"Base Slope"|||"7405836"|"1938947"
|"Head Slope"|"Riser"||"7405836"|"1939150"
||"Tread"||"7405837"|"1939015"
||"Riser"||"7405837"|"1939083"
||"Riser"||"7405839"|"1938948"
||"Tread"||"7405839"|"1939151"
||"Riser"||"7405840"|"1939084"
||"Tread"||"7405840"|"1939016"
||"Tread"||"7405841"|"1939152"
||"Riser"||"7405841"|"1938949"
||"Tread"||"7405842"|"1939017"
||"Riser"||"7405842"|"1939085"
||"Tread"||"7405844"|"1939153"
||"Riser"||"7405844"|"1938950"
||"Tread"||"7405845"|"1939018"
||"Tread"||"7405846"|"1939086"
||"Tread"||"7405847"|"1939154"
