"CL"|"Yes"|"16804473"|"32687859"
"CH"|"No "|"16804473"|"32688093"
"SC-SM"|"No "|"16804473"|"32688327"
"CL"|"No "|"16804474"|"32688561"
"SM"|"No "|"16804474"|"32688094"
"SC"|"Yes"|"16804474"|"32687860"
"CL"|"Yes"|"16804475"|"32688328"
"SC"|"No "|"16804475"|"32688562"
"SC"|"Yes"|"16804476"|"32687861"
"SC-SM"|"No "|"16804476"|"32688095"
"SP-SM"|"No "|"16804477"|"32688329"
"SC-SM"|"Yes"|"16804477"|"32688563"
"CL"|"No "|"16804478"|"32687862"
"SC"|"Yes"|"16804478"|"32688096"
"SC-SM"|"No "|"16804478"|"32688330"
"SP-SM"|"No "|"16804479"|"32687863"
"SC-SM"|"Yes"|"16804479"|"32688564"
"ML"|"No "|"16804480"|"32687864"
"CH"|"Yes"|"16804480"|"32688097"
"SC"|"No "|"16804480"|"32688098"
"CL"|"No "|"16804480"|"32688331"
"MH"|"No "|"16804480"|"32688565"
"SM"|"Yes"|"16804481"|"32688332"
"SP-SM"|"No "|"16804481"|"32688566"
"SC"|"No "|"16804482"|"32687865"
"SC-SM"|"Yes"|"16804482"|"32688099"
"SM"|"No "|"16804482"|"32688333"
"CL"|"No "|"16804483"|"32687866"
"CL-ML"|"No "|"16804483"|"32688100"
"SC"|"Yes"|"16804483"|"32688334"
"SW"|"No "|"16804483"|"32688567"
"SC-SM"|"No "|"16804483"|"32688568"
"SC"|"No "|"16804484"|"32687867"
"SC-SM"|"Yes"|"16804484"|"32688101"
"SM"|"No "|"16804484"|"32688335"
"CL"|"No "|"16804485"|"32687868"
"CH"|"Yes"|"16804485"|"32688569"
"CL-ML"|"No "|"16804486"|"32688102"
"SM"|"Yes"|"16804486"|"32688336"
"CL"|"Yes"|"16804487"|"32687869"
"CL-ML"|"No "|"16804487"|"32688570"
"CL"|"No "|"16804488"|"32688103"
"SC"|"Yes"|"16804488"|"32688337"
"SM"|"Yes"|"16804489"|"32687870"
"SP-SM"|"No "|"16804489"|"32688104"
"SC-SM"|"No "|"16804489"|"32688571"
"CL-ML"|"No "|"16804490"|"32687871"
"SC"|"No "|"16804490"|"32688105"
"SC-SM"|"No "|"16804490"|"32688338"
"CL"|"Yes"|"16804490"|"32688572"
"CH"|"Yes"|"16804491"|"32688339"
"CL"|"No "|"16804491"|"32688573"
"CL"|"No "|"16804492"|"32687872"
"SC"|"Yes"|"16804492"|"32688106"
"SC-SM"|"No "|"16804492"|"32688340"
"CL"|"No "|"16804493"|"32688574"
"SC-SM"|"No "|"16804493"|"32688107"
"SC"|"Yes"|"16804493"|"32687873"
"SP-SM"|"No "|"16804494"|"32687874"
"SC-SM"|"Yes"|"16804494"|"32688341"
"SC"|"No "|"16804494"|"32688575"
"CL"|"Yes"|"16804495"|"32688108"
"SM"|"No "|"16804495"|"32688342"
"CL"|"No "|"16804496"|"32688576"
"SM"|"No "|"16804496"|"32688109"
"SC"|"Yes"|"16804496"|"32687875"
"SP-SM"|"No "|"16804497"|"32687876"
"CL"|"No "|"16804497"|"32688343"
"SC"|"Yes"|"16804497"|"32688577"
"SP"|"No "|"16804498"|"32688110"
"SC-SM"|"Yes"|"16804498"|"32688344"
"SC"|"Yes"|"16804499"|"32687877"
"SC-SM"|"No "|"16804499"|"32688111"
"CL"|"No "|"16804499"|"32688578"
"SC"|"Yes"|"16804500"|"32688345"
"SC-SM"|"No "|"16804500"|"32688579"
"SC-SM"|"Yes"|"16804501"|"32687878"
"CL-ML"|"No "|"16804501"|"32688112"
"SP-SM"|"No "|"16804501"|"32688346"
"SC-SM"|"No "|"16804502"|"32687879"
"SC"|"Yes"|"16804502"|"32688113"
"ML"|"No "|"16804502"|"32688580"
"SC-SM"|"No "|"16804503"|"32688347"
"SC"|"Yes"|"16804503"|"32688581"
"SC-SM"|"No "|"16804504"|"32687880"
"SM"|"Yes"|"16804504"|"32688114"
"SP-SM"|"No "|"16804504"|"32688348"
"MH"|"No "|"16804505"|"32687881"
"CL"|"Yes"|"16804505"|"32688582"
"CH"|"Yes"|"16804506"|"32688115"
"CL"|"No "|"16804506"|"32688349"
"SM"|"Yes"|"16804507"|"32687882"
"CL-ML"|"No "|"16804507"|"32688583"
"CL-ML"|"No "|"16804508"|"32688116"
"CL"|"Yes"|"16804508"|"32688350"
"SC"|"Yes"|"16804509"|"32687883"
"CL"|"No "|"16804509"|"32688584"
"SC-SM"|"No "|"16804510"|"32688117"
"SM"|"Yes"|"16804510"|"32688351"
"SP-SM"|"No "|"16804510"|"32688585"
"SC-SM"|"No "|"16804511"|"32687884"
"CL"|"Yes"|"16804511"|"32688118"
"CL-ML"|"No "|"16804511"|"32688352"
"SC"|"No "|"16804511"|"32688586"
"CH"|"Yes"|"16804512"|"32687885"
"CL"|"No "|"16804512"|"32688119"
"SC-SM"|"No "|"16804513"|"32687886"
"CL"|"No "|"16804513"|"32688353"
"SC"|"Yes"|"16804513"|"32688587"
"CL"|"No "|"16804514"|"32688120"
"SC"|"Yes"|"16804514"|"32688354"
"SC-SM"|"No "|"16804514"|"32688588"
"CH"|"Yes"|"16804515"|"32687887"
"SC"|"No "|"16804515"|"32687888"
"CL"|"No "|"16804515"|"32688121"
"MH"|"No "|"16804515"|"32688355"
"ML"|"No "|"16804515"|"32688589"
"SM"|"No "|"16804516"|"32688590"
"CL"|"No "|"16804516"|"32688122"
"SC"|"Yes"|"16804516"|"32688356"
"SM"|"No "|"16804517"|"32688357"
"SC"|"Yes"|"16804517"|"32688123"
"CL"|"No "|"16804517"|"32687889"
"SC"|"Yes"|"16804518"|"32687890"
"SP-SM"|"No "|"16804518"|"32688124"
"CL"|"No "|"16804518"|"32688591"
"SC-SM"|"No "|"16804519"|"32688358"
"SM"|"Yes"|"16804519"|"32688592"
"SM"|"No "|"16804520"|"32688359"
"CL"|"No "|"16804520"|"32688125"
"CL-ML"|"Yes"|"16804520"|"32687891"
"SM"|"No "|"16804521"|"32687892"
"SC"|"No "|"16804521"|"32688126"
"SC-SM"|"Yes"|"16804521"|"32688593"
"SP-SM"|"No "|"16804522"|"32687893"
"CL-ML"|"No "|"16804522"|"32688360"
"SC-SM"|"Yes"|"16804522"|"32688594"
"CL"|"No "|"16804523"|"32688127"
"SC"|"Yes"|"16804523"|"32688361"
"SP-SM"|"No "|"16804523"|"32688595"
"SC-SM"|"Yes"|"16804524"|"32687894"
"SP-SM"|"No "|"16804524"|"32688128"
"SC-SM"|"No "|"16804525"|"32688362"
"SC"|"Yes"|"16804525"|"32688596"
"SC"|"No "|"16804526"|"32687895"
"SM"|"Yes"|"16804526"|"32688129"
"CL"|"Yes"|"16804527"|"32688363"
"MH"|"No "|"16804527"|"32688597"
"PT"|"Yes"|"16804528"|"32687896"
"SC-SM"|"No "|"16804529"|"32687897"
"CL"|"No "|"16804529"|"32688130"
"CL-ML"|"No "|"16804529"|"32688364"
"SC"|"Yes"|"16804529"|"32688598"
"CL-ML"|"No "|"16804530"|"32688131"
"CL"|"Yes"|"16804530"|"32688365"
"SC"|"No "|"16804531"|"32687898"
"SC-SM"|"No "|"16804531"|"32688132"
"CL"|"Yes"|"16804531"|"32688599"
"GC-GM"|"No "|"16804532"|"32687899"
"SC"|"No "|"16804532"|"32688133"
"CH"|"No "|"16804532"|"32688366"
"SC-SM"|"No "|"16804532"|"32688367"
"CL-ML"|"No "|"16804532"|"32688600"
"CL"|"Yes"|"16804532"|"32688601"
"SC-SM"|"No "|"16804533"|"32687900"
"SM"|"Yes"|"16804533"|"32688134"
"SC-SM"|"No "|"16804534"|"32688368"
"SM"|"Yes"|"16804534"|"32688602"
"SC-SM"|"No "|"16804535"|"32687901"
"SM"|"Yes"|"16804535"|"32688135"
"SM"|"No "|"16804536"|"32687902"
"CL"|"No "|"16804536"|"32688369"
"SC"|"Yes"|"16804536"|"32688603"
"CL"|"Yes"|"16804537"|"32688136"
"SC"|"No "|"16804537"|"32688370"
"CL"|"No "|"16804538"|"32687903"
"SC-SM"|"No "|"16804538"|"32688137"
"SC"|"Yes"|"16804538"|"32688604"
"SM"|"Yes"|"16804539"|"32688371"
"SC"|"Yes"|"16804540"|"32687904"
"SC-SM"|"No "|"16804540"|"32688138"
"CL"|"No "|"16804540"|"32688372"
"CL-ML"|"No "|"16804540"|"32688605"
"SC-SM"|"Yes"|"16804541"|"32687905"
"SM"|"No "|"16804541"|"32688139"
"CL"|"No "|"16804541"|"32688606"
"PT"|"Yes"|"16804542"|"32688373"
"CL"|"No "|"16804543"|"32687906"
"CH"|"Yes"|"16804543"|"32688607"
"SC"|"No "|"16804544"|"32688140"
"CL"|"Yes"|"16804544"|"32688374"
"SP-SM"|"Yes"|"16804545"|"32687907"
"SC"|"No "|"16804545"|"32688141"
"SC-SM"|"No "|"16804545"|"32688608"
"SC-SM"|"Yes"|"16804546"|"32688375"
"SM"|"No "|"16804546"|"32688609"
"SC"|"No "|"16804547"|"32687908"
"SC-SM"|"Yes"|"16804547"|"32688142"
"SM"|"No "|"16804547"|"32688376"
"CL"|"No "|"16804548"|"32687909"
"MH"|"No "|"16804548"|"32688143"
"ML"|"No "|"16804548"|"32688377"
"CH"|"Yes"|"16804548"|"32688610"
"SC"|"No "|"16804548"|"32688611"
"PT"|"Yes"|"16804549"|"32687910"
"CL"|"No "|"16804550"|"32688144"
"SC"|"Yes"|"16804550"|"32688378"
"CL-ML"|"No "|"16804551"|"32687911"
"SC"|"Yes"|"16804551"|"32688145"
"SC-SM"|"No "|"16804551"|"32688379"
"CL"|"No "|"16804551"|"32688612"
"CL"|"Yes"|"16804552"|"32687912"
"CL-ML"|"No "|"16804552"|"32688146"
"SC"|"No "|"16804552"|"32688380"
"SC-SM"|"No "|"16804552"|"32688613"
"CL"|"No "|"16804553"|"32687913"
"CH"|"Yes"|"16804553"|"32688614"
"SC"|"No "|"16804554"|"32687914"
"CH"|"No "|"16804554"|"32688147"
