"2"|"6787214"|"1385306"
"2"|"6787215"|"1385327"
"2"|"6787217"|"1385309"
"2"|"6787219"|"1385291"
"2"|"6787220"|"1385349"
"4"|"6787220"|"1385312"
"3"|"6787220"|"1385293"
"2"|"6787222"|"1385296"
"3"|"6787225"|"1385335"
"2"|"6787225"|"1385316"
"2"|"6787226"|"1385337"
"2"|"6787230"|"1385302"
"2"|"6787231"|"1385360"
"4"|"6787231"|"1385323"
"3"|"6787231"|"1385304"
"3"|"6787235"|"1385324"
"2"|"6787235"|"1385305"
"3"|"6787236"|"1385344"
"2"|"6787236"|"1385325"
"2"|"6787237"|"1385346"
"2"|"6787241"|"1385310"
"3"|"6787242"|"1385350"
"2"|"6787242"|"1385331"
"4"|"6787242"|"1385294"
"2"|"6787243"|"1385351"
"3"|"6787243"|"1385295"
"3"|"6787246"|"1385334"
"2"|"6787246"|"1385315"
"2"|"6787247"|"1385354"
"4"|"6787247"|"1385317"
"3"|"6787247"|"1385298"
"2"|"6787248"|"1385356"
"3"|"6787249"|"1385357"
"2"|"6787249"|"1385338"
"4"|"6787249"|"1385301"
"2"|"6787252"|"1385321"
"2"|"6787253"|"1385342"
"2"|"6787254"|"1385286"
"2"|"6787257"|"1385343"
"4"|"6787258"|"1385326"
"3"|"6787258"|"1385307"
"2"|"6787258"|"1385288"
"3"|"6787263"|"1385348"
"2"|"6787263"|"1385329"
"2"|"6787264"|"1385313"
"2"|"6787268"|"1385353"
"3"|"6787269"|"1385355"
"2"|"6787269"|"1385336"
"4"|"6787269"|"1385299"
"3"|"6787270"|"1385319"
"2"|"6787270"|"1385300"
"3"|"6787273"|"1385339"
"2"|"6787273"|"1385320"
"3"|"6787274"|"1385359"
"2"|"6787274"|"1385340"
"2"|"6787275"|"1385361"
"2"|"6787279"|"1385287"
"2"|"6787280"|"1385345"
"4"|"6787280"|"1385308"
"3"|"6787280"|"1385289"
"2"|"6787281"|"1385290"
"3"|"6787284"|"1385347"
"2"|"6787284"|"1385328"
"4"|"6787285"|"1385330"
"3"|"6787285"|"1385311"
"2"|"6787285"|"1385292"
"2"|"6787286"|"1385332"
"4"|"6787287"|"1385352"
"3"|"6787287"|"1385333"
"2"|"6787287"|"1385314"
"2"|"6787290"|"1385297"
"2"|"6787291"|"1385318"
"2"|"6787295"|"1385358"
"4"|"6787296"|"1385341"
"3"|"6787296"|"1385322"
"2"|"6787296"|"1385303"
