"COS"|"No "|"No "|"Coarse sand"|"18863022"|"36981356"
"SIC"|"No "|"Yes"|"Silty clay"|"18863033"|"36981891"
"SC"|"No "|"No "|"Sandy clay"|"18863034"|"36981367"
"SICL"|"No "|"No "|"Silty clay loam"|"18863034"|"36981543"
"C"|"No "|"No "|"Clay"|"18863034"|"36981717"
"SIC"|"No "|"No "|"Silty clay"|"18863034"|"36981718"
"CL"|"No "|"Yes"|"Clay loam"|"18863034"|"36981892"
"L"|"No "|"No "|"Loam"|"18863035"|"36981368"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863035"|"36981544"
"SIL"|"No "|"Yes"|"Silt loam"|"18863035"|"36981893"
"SL"|"No "|"No "|"Sandy loam"|"18863036"|"36981894"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863036"|"36981719"
"LS"|"No "|"No "|"Loamy sand"|"18863036"|"36981369"
"SIL"|"No "|"Yes"|"Silt loam"|"18863037"|"36981545"
"L"|"No "|"No "|"Loam"|"18863037"|"36981720"
"L"|"No "|"No "|"Loam"|"18863038"|"36981370"
"SL"|"No "|"No "|"Sandy loam"|"18863038"|"36981371"
"CL"|"No "|"Yes"|"Clay loam"|"18863038"|"36981546"
"LS"|"No "|"No "|"Loamy sand"|"18863038"|"36981547"
"C"|"No "|"No "|"Clay"|"18863038"|"36981721"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863038"|"36981895"
"SC"|"No "|"No "|"Sandy clay"|"18863038"|"36981896"
"LS"|"No "|"No "|"Loamy sand"|"18863039"|"36981372"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"18863039"|"36981722"
"S"|"No "|"No "|"Sand"|"18863039"|"36981897"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863040"|"36981548"
"SL"|"No "|"No "|"Sandy loam"|"18863040"|"36981723"
"L"|"No "|"Yes"|"Loam"|"18863041"|"36981899"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863041"|"36981898"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863041"|"36981724"
"CL"|"No "|"No "|"Clay loam"|"18863041"|"36981549"
"SL"|"No "|"No "|"Sandy loam"|"18863041"|"36981373"
"S"|"No "|"Yes"|"Sand"|"18863042"|"36981374"
"LS"|"No "|"No "|"Loamy sand"|"18863042"|"36981375"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863042"|"36981550"
"SL"|"No "|"No "|"Sandy loam"|"18863042"|"36981725"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863042"|"36981900"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"18863043"|"36981376"
"SL"|"No "|"No "|"Sandy loam"|"18863043"|"36981551"
"L"|"No "|"No "|"Loam"|"18863043"|"36981726"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863043"|"36981901"
"L"|"No "|"No "|"Loam"|"18863044"|"36981552"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863044"|"36981727"
"C"|"No "|"No "|"Clay"|"18863045"|"36981377"
"SC"|"No "|"No "|"Sandy clay"|"18863045"|"36981553"
"SIC"|"No "|"Yes"|"Silty clay"|"18863045"|"36981902"
"SL"|"No "|"No "|"Sandy loam"|"18863046"|"36981903"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863046"|"36981728"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863046"|"36981554"
"S"|"No "|"No "|"Sand"|"18863046"|"36981378"
"C"|"No "|"No "|"Clay"|"18863047"|"36981379"
"SIC"|"No "|"Yes"|"Silty clay"|"18863047"|"36981555"
"CL"|"No "|"No "|"Clay loam"|"18863047"|"36981729"
"SICL"|"No "|"No "|"Silty clay loam"|"18863047"|"36981904"
"CL"|"No "|"No "|"Clay loam"|"18863048"|"36981905"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863048"|"36981730"
"L"|"No "|"No "|"Loam"|"18863048"|"36981380"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863049"|"36981556"
"SIL"|"No "|"No "|"Silt loam"|"18863049"|"36981731"
"L"|"No "|"No "|"Loam"|"18863049"|"36981906"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863050"|"36981381"
"SL"|"No "|"No "|"Sandy loam"|"18863050"|"36981557"
"S"|"No "|"No "|"Sand"|"18863050"|"36981732"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863050"|"36981907"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863051"|"36981382"
"SL"|"No "|"No "|"Sandy loam"|"18863051"|"36981558"
"L"|"No "|"No "|"Loam"|"18863051"|"36981733"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863052"|"36981383"
"C"|"No "|"No "|"Clay"|"18863052"|"36981559"
"SC"|"No "|"No "|"Sandy clay"|"18863052"|"36981734"
"SL"|"No "|"No "|"Sandy loam"|"18863052"|"36981908"
"S"|"No "|"No "|"Sand"|"18863053"|"36981910"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863053"|"36981909"
"LS"|"No "|"No "|"Loamy sand"|"18863053"|"36981735"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863053"|"36981561"
"SL"|"No "|"No "|"Sandy loam"|"18863053"|"36981560"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863053"|"36981385"
"FS"|"No "|"No "|"Fine sand"|"18863053"|"36981384"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863054"|"36981386"
"SL"|"No "|"No "|"Sandy loam"|"18863054"|"36981736"
"L"|"No "|"No "|"Loam"|"18863054"|"36981911"
"SL"|"No "|"No "|"Sandy loam"|"18863055"|"36981387"
"L"|"No "|"No "|"Loam"|"18863055"|"36981562"
"SICL"|"No "|"No "|"Silty clay loam"|"18863055"|"36981563"
"CL"|"No "|"No "|"Clay loam"|"18863055"|"36981737"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863055"|"36981912"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863056"|"36981738"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863056"|"36981913"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863057"|"36981388"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863057"|"36981564"
"L"|"No "|"No "|"Loam"|"18863057"|"36981739"
"SIL"|"No "|"Yes"|"Silt loam"|"18863058"|"36981389"
"L"|"No "|"No "|"Loam"|"18863058"|"36981565"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863058"|"36981740"
"SICL"|"No "|"No "|"Silty clay loam"|"18863058"|"36981914"
"L"|"No "|"No "|"Loam"|"18863059"|"36981390"
"SIL"|"No "|"Yes"|"Silt loam"|"18863059"|"36981915"
"SIL"|"No "|"Yes"|"Silt loam"|"18863060"|"36981566"
"L"|"No "|"No "|"Loam"|"18863060"|"36981741"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863060"|"36981916"
"SL"|"No "|"Yes"|"Sandy loam"|"18863061"|"36981391"
"L"|"No "|"No "|"Loam"|"18863061"|"36981567"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863061"|"36981742"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863062"|"36981918"
"C"|"No "|"Yes"|"Clay"|"18863062"|"36981917"
"CL"|"No "|"No "|"Clay loam"|"18863062"|"36981743"
"SICL"|"No "|"No "|"Silty clay loam"|"18863062"|"36981568"
"SC"|"No "|"No "|"Sandy clay"|"18863062"|"36981393"
"SIC"|"No "|"No "|"Silty clay"|"18863062"|"36981392"
"SIL"|"No "|"Yes"|"Silt loam"|"18863063"|"36981569"
"LS"|"No "|"No "|"Loamy sand"|"18863064"|"36981394"
"S"|"No "|"No "|"Sand"|"18863064"|"36981570"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863064"|"36981744"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863064"|"36981745"
"SL"|"No "|"No "|"Sandy loam"|"18863064"|"36981919"
"SL"|"No "|"No "|"Sandy loam"|"18863065"|"36981395"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863065"|"36981571"
"L"|"No "|"No "|"Loam"|"18863065"|"36981920"
"CL"|"No "|"No "|"Clay loam"|"18863066"|"36981396"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863066"|"36981572"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863066"|"36981746"
"L"|"No "|"Yes"|"Loam"|"18863066"|"36981747"
"SL"|"No "|"No "|"Sandy loam"|"18863066"|"36981921"
"CL"|"No "|"No "|"Clay loam"|"18863067"|"36981922"
"SL"|"No "|"No "|"Sandy loam"|"18863067"|"36981748"
"L"|"No "|"No "|"Loam"|"18863067"|"36981573"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863067"|"36981397"
"SIL"|"No "|"No "|"Silt loam"|"18863068"|"36981398"
"SL"|"No "|"No "|"Sandy loam"|"18863068"|"36981574"
"MK-VFSL"|"No "|"No "|"Mucky very fine sandy loam"|"18863068"|"36981749"
"VFSL"|"No "|"Yes"|"Very fine sandy loam"|"18863068"|"36981923"
"FS"|"No "|"No "|"Fine sand"|"18863069"|"36981399"
"S"|"No "|"No "|"Sand"|"18863069"|"36981575"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"18863069"|"36981750"
"LS"|"No "|"No "|"Loamy sand"|"18863069"|"36981924"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863070"|"36981400"
"L"|"No "|"No "|"Loam"|"18863070"|"36981925"
"SIC"|"No "|"Yes"|"Silty clay"|"18863071"|"36981576"
"C"|"No "|"No "|"Clay"|"18863071"|"36981751"
"SC"|"No "|"No "|"Sandy clay"|"18863071"|"36981926"
"SIC"|"No "|"Yes"|"Silty clay"|"18863072"|"36981401"
"C"|"No "|"No "|"Clay"|"18863072"|"36981577"
"SICL"|"No "|"No "|"Silty clay loam"|"18863072"|"36981752"
"CL"|"No "|"Yes"|"Clay loam"|"18863073"|"36981402"
"SC"|"No "|"No "|"Sandy clay"|"18863073"|"36981578"
"SICL"|"No "|"No "|"Silty clay loam"|"18863073"|"36981753"
"C"|"No "|"No "|"Clay"|"18863073"|"36981927"
"SIC"|"No "|"No "|"Silty clay"|"18863073"|"36981928"
"SIL"|"No "|"Yes"|"Silt loam"|"18863074"|"36981403"
"L"|"No "|"No "|"Loam"|"18863074"|"36981579"
"LS"|"No "|"No "|"Loamy sand"|"18863075"|"36981404"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863075"|"36981754"
"SL"|"No "|"No "|"Sandy loam"|"18863075"|"36981929"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"18863076"|"36981580"
"FS"|"No "|"No "|"Fine sand"|"18863077"|"36981405"
"S"|"No "|"No "|"Sand"|"18863077"|"36981581"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863077"|"36981755"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863077"|"36981756"
"SL"|"No "|"No "|"Sandy loam"|"18863077"|"36981930"
"LS"|"No "|"No "|"Loamy sand"|"18863077"|"36981931"
"SL"|"No "|"No "|"Sandy loam"|"18863078"|"36981406"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863078"|"36981582"
"L"|"No "|"No "|"Loam"|"18863078"|"36981757"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863078"|"36981932"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863079"|"36981407"
"L"|"No "|"Yes"|"Loam"|"18863079"|"36981408"
"SL"|"No "|"No "|"Sandy loam"|"18863079"|"36981583"
"CL"|"No "|"No "|"Clay loam"|"18863079"|"36981758"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863079"|"36981933"
"SL"|"No "|"No "|"Sandy loam"|"18863080"|"36981409"
"CL"|"No "|"No "|"Clay loam"|"18863080"|"36981584"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863080"|"36981759"
"L"|"No "|"No "|"Loam"|"18863080"|"36981934"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"18863081"|"36981410"
"SL"|"No "|"No "|"Sandy loam"|"18863081"|"36981585"
"L"|"No "|"No "|"Loam"|"18863081"|"36981760"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863081"|"36981935"
"L"|"No "|"No "|"Loam"|"18863082"|"36981586"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863082"|"36981761"
"L"|"No "|"No "|"Loam"|"18863083"|"36981936"
"CL"|"No "|"No "|"Clay loam"|"18863083"|"36981762"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863083"|"36981587"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863083"|"36981411"
"SIL"|"No "|"Yes"|"Silt loam"|"18863084"|"36981412"
"L"|"No "|"No "|"Loam"|"18863084"|"36981588"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863084"|"36981763"
"SICL"|"No "|"No "|"Silty clay loam"|"18863084"|"36981937"
"SIL"|"No "|"Yes"|"Silt loam"|"18863085"|"36981938"
"L"|"No "|"No "|"Loam"|"18863085"|"36981413"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863086"|"36981589"
"SL"|"No "|"No "|"Sandy loam"|"18863086"|"36981764"
"L"|"No "|"No "|"Loam"|"18863086"|"36981939"
"C"|"No "|"No "|"Clay"|"18863087"|"36981414"
"SIC"|"No "|"No "|"Silty clay"|"18863087"|"36981415"
"CL"|"No "|"Yes"|"Clay loam"|"18863087"|"36981590"
"SC"|"No "|"No "|"Sandy clay"|"18863087"|"36981765"
"SICL"|"No "|"No "|"Silty clay loam"|"18863087"|"36981940"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863088"|"36981591"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863088"|"36981766"
"SIC"|"No "|"No "|"Silty clay"|"18863089"|"36981416"
"C"|"No "|"Yes"|"Clay"|"18863089"|"36981592"
"SICL"|"No "|"No "|"Silty clay loam"|"18863089"|"36981767"
"CL"|"No "|"No "|"Clay loam"|"18863089"|"36981941"
"L"|"No "|"No "|"Loam"|"18863090"|"36981942"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863090"|"36981417"
"SC"|"No "|"No "|"Sandy clay"|"18863091"|"36981418"
"SL"|"No "|"No "|"Sandy loam"|"18863091"|"36981593"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863091"|"36981768"
"C"|"No "|"No "|"Clay"|"18863091"|"36981943"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863092"|"36981419"
"SL"|"No "|"No "|"Sandy loam"|"18863092"|"36981594"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863092"|"36981769"
"L"|"No "|"No "|"Loam"|"18863092"|"36981944"
"L"|"No "|"No "|"Loam"|"18863093"|"36981945"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863093"|"36981770"
"CL"|"No "|"No "|"Clay loam"|"18863093"|"36981595"
"SL"|"No "|"No "|"Sandy loam"|"18863093"|"36981420"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863094"|"36981596"
"SL"|"No "|"Yes"|"Sandy loam"|"18863094"|"36981771"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863095"|"36981946"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863095"|"36981421"
"CL"|"No "|"No "|"Clay loam"|"18863096"|"36981422"
"L"|"No "|"No "|"Loam"|"18863096"|"36981597"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863096"|"36981772"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863096"|"36981947"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863097"|"36981423"
"SICL"|"No "|"No "|"Silty clay loam"|"18863097"|"36981598"
"SIL"|"No "|"Yes"|"Silt loam"|"18863097"|"36981773"
"L"|"No "|"No "|"Loam"|"18863097"|"36981948"
"SIC"|"No "|"Yes"|"Silty clay"|"18863098"|"36981599"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863099"|"36981424"
"SIL"|"No "|"Yes"|"Silt loam"|"18863099"|"36981774"
"L"|"No "|"No "|"Loam"|"18863099"|"36981949"
"SL"|"No "|"Yes"|"Sandy loam"|"18863100"|"36981950"
"LS"|"No "|"No "|"Loamy sand"|"18863100"|"36981775"
"L"|"No "|"No "|"Loam"|"18863100"|"36981600"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863100"|"36981425"
"CL"|"No "|"No "|"Clay loam"|"18863101"|"36981426"
"C"|"No "|"Yes"|"Clay"|"18863101"|"36981601"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863101"|"36981602"
"SIC"|"No "|"No "|"Silty clay"|"18863101"|"36981776"
"SC"|"No "|"No "|"Sandy clay"|"18863101"|"36981777"
"SICL"|"No "|"No "|"Silty clay loam"|"18863101"|"36981951"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863102"|"36981952"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863102"|"36981427"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863103"|"36981603"
"L"|"No "|"No "|"Loam"|"18863103"|"36981778"
"CL"|"No "|"Yes"|"Clay loam"|"18863103"|"36981953"
"SL"|"No "|"Yes"|"Sandy loam"|"18863104"|"36981428"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863104"|"36981604"
"SC"|"No "|"No "|"Sandy clay"|"18863104"|"36981779"
"CL"|"No "|"No "|"Clay loam"|"18863105"|"36981429"
"C"|"No "|"Yes"|"Clay"|"18863105"|"36981605"
"SC"|"No "|"No "|"Sandy clay"|"18863105"|"36981780"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863105"|"36981954"
"SL"|"No "|"No "|"Sandy loam"|"18863106"|"36981430"
"CL"|"No "|"No "|"Clay loam"|"18863106"|"36981606"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863106"|"36981781"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863106"|"36981955"
"L"|"No "|"Yes"|"Loam"|"18863106"|"36981956"
"SL"|"No "|"No "|"Sandy loam"|"18863107"|"36981431"
"S"|"No "|"No "|"Sand"|"18863107"|"36981432"
"L"|"No "|"No "|"Loam"|"18863107"|"36981607"
"LS"|"No "|"Yes"|"Loamy sand"|"18863107"|"36981782"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863107"|"36981957"
"L"|"No "|"No "|"Loam"|"18863108"|"36981608"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863108"|"36981783"
"SL"|"No "|"No "|"Sandy loam"|"18863108"|"36981958"
"L"|"No "|"No "|"Loam"|"18863109"|"36981433"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863109"|"36981609"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863109"|"36981784"
"CL"|"No "|"No "|"Clay loam"|"18863109"|"36981959"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863110"|"36981434"
"SL"|"No "|"No "|"Sandy loam"|"18863110"|"36981610"
"S"|"No "|"No "|"Sand"|"18863110"|"36981785"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863110"|"36981960"
"CL"|"No "|"No "|"Clay loam"|"18863111"|"36981435"
"SICL"|"No "|"No "|"Silty clay loam"|"18863111"|"36981611"
"C"|"No "|"No "|"Clay"|"18863111"|"36981786"
"SIC"|"No "|"Yes"|"Silty clay"|"18863111"|"36981961"
"C"|"No "|"No "|"Clay"|"18863112"|"36981436"
"SIC"|"No "|"No "|"Silty clay"|"18863112"|"36981437"
"CL"|"No "|"Yes"|"Clay loam"|"18863112"|"36981612"
"SC"|"No "|"No "|"Sandy clay"|"18863112"|"36981787"
"SICL"|"No "|"No "|"Silty clay loam"|"18863112"|"36981962"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863113"|"36981613"
"L"|"No "|"No "|"Loam"|"18863113"|"36981788"
"SL"|"No "|"Yes"|"Sandy loam"|"18863113"|"36981963"
"LS"|"No "|"No "|"Loamy sand"|"18863114"|"36981789"
"SL"|"No "|"No "|"Sandy loam"|"18863114"|"36981614"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863114"|"36981438"
"SIC"|"No "|"Yes"|"Silty clay"|"18863115"|"36981439"
"C"|"No "|"No "|"Clay"|"18863115"|"36981615"
"SICL"|"No "|"No "|"Silty clay loam"|"18863115"|"36981790"
"CL"|"No "|"No "|"Clay loam"|"18863115"|"36981964"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"18863116"|"36981965"
"LS"|"No "|"No "|"Loamy sand"|"18863116"|"36981616"
"S"|"No "|"No "|"Sand"|"18863116"|"36981440"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863117"|"36981441"
"SC"|"No "|"No "|"Sandy clay"|"18863117"|"36981617"
"CL"|"No "|"No "|"Clay loam"|"18863117"|"36981791"
"C"|"No "|"Yes"|"Clay"|"18863117"|"36981966"
"L"|"No "|"No "|"Loam"|"18863118"|"36981442"
"SL"|"No "|"No "|"Sandy loam"|"18863118"|"36981618"
"CL"|"No "|"No "|"Clay loam"|"18863118"|"36981792"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863118"|"36981967"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863119"|"36981443"
"L"|"No "|"No "|"Loam"|"18863119"|"36981793"
"SIL"|"No "|"Yes"|"Silt loam"|"18863119"|"36981968"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"18863120"|"36981444"
"SL"|"No "|"No "|"Sandy loam"|"18863120"|"36981619"
"L"|"No "|"No "|"Loam"|"18863120"|"36981794"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863120"|"36981969"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863121"|"36981795"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863121"|"36981620"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863122"|"36981445"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863122"|"36981621"
"CL"|"No "|"No "|"Clay loam"|"18863122"|"36981796"
"L"|"No "|"No "|"Loam"|"18863122"|"36981970"
"SIL"|"No "|"Yes"|"Silt loam"|"18863123"|"36981446"
"L"|"No "|"No "|"Loam"|"18863123"|"36981622"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863123"|"36981797"
"SICL"|"No "|"No "|"Silty clay loam"|"18863123"|"36981971"
"L"|"No "|"No "|"Loam"|"18863124"|"36981447"
"SIL"|"No "|"Yes"|"Silt loam"|"18863124"|"36981972"
"SIC"|"No "|"Yes"|"Silty clay"|"18863125"|"36981448"
"CL"|"No "|"No "|"Clay loam"|"18863125"|"36981623"
"SICL"|"No "|"No "|"Silty clay loam"|"18863125"|"36981798"
"C"|"No "|"No "|"Clay"|"18863125"|"36981973"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863126"|"36981799"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"18863126"|"36981624"
"FS"|"No "|"No "|"Fine sand"|"18863127"|"36981449"
"S"|"No "|"No "|"Sand"|"18863127"|"36981625"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"18863127"|"36981974"
"LS"|"No "|"No "|"Loamy sand"|"18863128"|"36981450"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"18863128"|"36981800"
"S"|"No "|"No "|"Sand"|"18863128"|"36981975"
"SL"|"No "|"No "|"Sandy loam"|"18863129"|"36981451"
"LS"|"No "|"No "|"Loamy sand"|"18863129"|"36981626"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863129"|"36981627"
"FS"|"No "|"No "|"Fine sand"|"18863129"|"36981801"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863129"|"36981802"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863129"|"36981976"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863130"|"36981452"
"L"|"No "|"No "|"Loam"|"18863130"|"36981628"
"SL"|"No "|"No "|"Sandy loam"|"18863130"|"36981803"
"CL"|"No "|"No "|"Clay loam"|"18863130"|"36981977"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863131"|"36981978"
"L"|"No "|"No "|"Loam"|"18863131"|"36981453"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863132"|"36981629"
"LFS"|"No "|"No "|"Loamy fine sand"|"18863132"|"36981804"
"FSL"|"No "|"No "|"Fine sandy loam"|"18863133"|"36981454"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"18863133"|"36981630"
"CL"|"No "|"No "|"Clay loam"|"18863133"|"36981805"
"L"|"No "|"No "|"Loam"|"18863133"|"36981979"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863134"|"36981980"
"L"|"No "|"No "|"Loam"|"18863134"|"36981631"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863134"|"36981455"
"S"|"No "|"No "|"Sand"|"18863135"|"36981456"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"18863135"|"36981632"
"SCL"|"No "|"No "|"Sandy clay loam"|"18863135"|"36981806"
"SL"|"No "|"No "|"Sandy loam"|"18863135"|"36981981"
